post_id,date,period,channel,channel_type,content_type,is_paid,spend_usd,impressions,video_views,likes,shares,comments,clicks,landing_page
P0000682,2025-12-18,post_campaign,Website,owned,behind_scenes,0,0.0,21901,1337,0,0,0,1371,/landing/free-trial
P0000683,2025-12-19,post_campaign,TikTok,social,partner_offer,0,0.0,99909,60790,3361,949,204,2001,/landing/free-trial
P0000684,2025-12-19,post_campaign,Instagram,social,behind_scenes,1,1015.19,145853,69203,4027,510,156,3613,/landing/rewards
P0000685,2025-12-19,post_campaign,Instagram,social,partner_offer,0,0.0,168196,59697,3222,303,145,3212,/landing/partner-gyms
P0000686,2025-12-20,post_campaign,TikTok,social,behind_scenes,1,1267.2,273375,107366,7996,2534,665,2647,/landing/partner-gyms
P0000687,2025-12-20,post_campaign,TikTok,social,behind_scenes,1,1342.86,212127,102809,3611,1352,712,2428,/landing/free-trial
P0000688,2025-12-20,post_campaign,Instagram,social,behind_scenes,0,0.0,93133,29824,3280,469,220,1478,/landing/rewards
P0000689,2025-12-20,post_campaign,Instagram,social,partner_offer,0,0.0,115804,45983,4558,545,83,3456,/landing/partner-gyms
P0000690,2025-12-20,post_campaign,X,social,partner_offer,1,495.36,135189,7928,2184,281,184,1246,/landing/rewards
P0000691,2025-12-20,post_campaign,X,social,partner_offer,0,0.0,37476,2739,557,12,24,402,/landing/free-trial
P0000692,2025-12-20,post_campaign,Website,owned,behind_scenes,0,0.0,17252,858,0,0,0,603,/landing/free-trial
P0000693,2025-12-21,post_campaign,TikTok,social,doc_trailer,0,0.0,234956,129317,19504,2209,1102,4327,/landing/documentary
P0000694,2025-12-21,post_campaign,TikTok,social,doc_trailer,0,0.0,242515,125248,13053,1441,1133,3020,/landing/rewards
P0000695,2025-12-21,post_campaign,TikTok,social,doc_trailer,0,0.0,187082,76525,12235,1857,748,1881,/landing/free-trial
P0000696,2025-12-21,post_campaign,TikTok,social,partner_offer,1,907.96,352744,226525,9165,4728,1390,9928,/landing/rewards
P0000697,2025-12-21,post_campaign,TikTok,social,behind_scenes,0,0.0,165704,81531,7076,1142,357,2227,/landing/documentary
P0000698,2025-12-23,post_campaign,TikTok,social,partner_offer,1,1569.63,265428,134739,7276,1008,906,8239,/landing/documentary
P0000699,2025-12-23,post_campaign,TikTok,social,partner_offer,1,1685.21,272572,145618,7891,557,648,3604,/landing/rewards
P0000700,2025-12-23,post_campaign,TikTok,social,partner_offer,1,1363.02,436024,191145,16875,4779,375,10189,/landing/free-trial
P0000701,2025-12-23,post_campaign,Instagram,social,behind_scenes,0,0.0,124810,47862,5679,526,150,1883,/landing/free-trial
P0000702,2025-12-23,post_campaign,TV_Trailer,offline_media,partner_offer,0,0.0,134644,33436,0,0,0,935,/landing/free-trial
P0000703,2025-12-23,post_campaign,TV_Trailer,offline_media,doc_trailer,0,0.0,146970,40317,0,0,0,874,/landing/documentary
P0000704,2025-12-24,post_campaign,TikTok,social,partner_offer,0,0.0,164972,74848,8721,1662,271,4269,/landing/free-trial
P0000705,2025-12-24,post_campaign,TikTok,social,partner_offer,1,1269.89,609655,271372,23501,5618,936,18981,/landing/partner-gyms
P0000706,2025-12-24,post_campaign,TikTok,social,partner_offer,0,0.0,222717,142050,6400,1721,1175,3843,/landing/partner-gyms
P0000707,2025-12-24,post_campaign,Instagram,social,partner_offer,0,0.0,70887,20001,2108,13,193,2326,/landing/free-trial
P0000708,2025-12-24,post_campaign,YouTube,video,partner_offer,1,1097.47,155507,115463,2257,399,415,1848,/landing/rewards
P0000709,2025-12-24,post_campaign,X,social,partner_offer,0,0.0,27695,1374,533,46,8,225,/landing/free-trial
P0000710,2025-12-25,post_campaign,TikTok,social,partner_offer,0,0.0,218091,124078,12343,2399,400,3058,/landing/partner-gyms
P0000711,2025-12-25,post_campaign,TikTok,social,partner_offer,0,0.0,319867,151176,14867,3223,1370,7076,/landing/free-trial
P0000712,2025-12-25,post_campaign,TikTok,social,partner_offer,0,0.0,235714,112792,14746,1642,1151,3837,/landing/rewards
P0000713,2025-12-25,post_campaign,X,social,behind_scenes,0,0.0,71921,3585,755,45,60,664,/landing/free-trial
P0000714,2025-12-25,post_campaign,X,social,partner_offer,0,0.0,39562,1856,591,127,48,288,/landing/free-trial
P0000715,2025-12-26,post_campaign,TikTok,social,doc_trailer,0,0.0,323469,160407,18273,5057,906,4126,/landing/rewards
P0000716,2025-12-26,post_campaign,TikTok,social,doc_trailer,0,0.0,148742,66333,5592,1185,744,2868,/landing/rewards
P0000717,2025-12-26,post_campaign,Instagram,social,behind_scenes,0,0.0,72971,34587,1567,225,91,1004,/landing/documentary
P0000718,2025-12-27,post_campaign,TikTok,social,partner_offer,0,0.0,206494,111816,19514,2355,537,4333,/landing/free-trial
P0000719,2025-12-27,post_campaign,TikTok,social,behind_scenes,1,1260.89,469508,253405,25789,3463,909,3766,/landing/free-trial
P0000720,2025-12-27,post_campaign,TikTok,social,doc_trailer,0,0.0,321471,158799,23639,6238,966,2729,/landing/documentary
P0000721,2025-12-27,post_campaign,Instagram,social,partner_offer,0,0.0,75137,33911,3550,121,114,1422,/landing/partner-gyms
P0000722,2025-12-27,post_campaign,X,social,partner_offer,1,758.47,60994,3074,807,23,76,616,/landing/partner-gyms
P0000723,2025-12-28,post_campaign,TikTok,social,behind_scenes,0,0.0,172292,77174,6593,72,416,2170,/landing/free-trial
P0000724,2025-12-28,post_campaign,TikTok,social,partner_offer,1,1884.33,243381,139787,11602,1693,295,8808,/landing/rewards
P0000725,2025-12-28,post_campaign,Instagram,social,partner_offer,1,894.63,135673,49046,3166,409,83,4706,/landing/partner-gyms
P0000726,2025-12-28,post_campaign,Instagram,social,doc_trailer,0,0.0,135428,49419,5750,250,67,1420,/landing/rewards
P0000727,2025-12-29,post_campaign,TikTok,social,behind_scenes,0,0.0,305400,165356,8744,1724,711,4149,/landing/partner-gyms
P0000728,2025-12-29,post_campaign,TikTok,social,behind_scenes,0,0.0,197804,62187,6237,2164,689,2791,/landing/documentary
P0000729,2025-12-29,post_campaign,Instagram,social,partner_offer,0,0.0,83056,33816,2887,439,119,1935,/landing/free-trial
P0000730,2025-12-29,post_campaign,X,social,partner_offer,1,676.98,73160,3488,1159,42,38,1381,/landing/partner-gyms
P0000731,2025-12-30,post_campaign,TikTok,social,partner_offer,1,1956.3,271184,115059,12653,1458,376,5941,/landing/free-trial
P0000732,2025-12-30,post_campaign,TikTok,social,behind_scenes,1,939.58,356776,124179,14520,2849,1881,2968,/landing/free-trial
P0000733,2025-12-30,post_campaign,X,social,partner_offer,1,714.49,80216,7565,813,172,91,1361,/landing/free-trial
P0000734,2025-12-31,post_campaign,TikTok,social,doc_trailer,0,0.0,315445,121514,18085,5300,2262,2702,/landing/free-trial
P0000735,2025-12-31,post_campaign,TikTok,social,partner_offer,0,0.0,312652,143679,23124,2466,1612,10051,/landing/rewards
P0000736,2025-12-31,post_campaign,TikTok,social,behind_scenes,0,0.0,133895,61918,4973,421,770,1541,/landing/free-trial
P0000737,2025-12-31,post_campaign,X,social,partner_offer,0,0.0,33420,1577,468,41,28,378,/landing/partner-gyms
P0000738,2026-01-01,post_campaign,TikTok,social,doc_trailer,0,0.0,229930,97287,17128,3372,764,3489,/landing/free-trial
P0000739,2026-01-01,post_campaign,TikTok,social,behind_scenes,0,0.0,186920,99271,6261,1002,89,1475,/landing/documentary
P0000740,2026-01-01,post_campaign,TikTok,social,behind_scenes,0,0.0,125319,65039,6893,623,505,2464,/landing/documentary
P0000741,2026-01-01,post_campaign,TikTok,social,doc_trailer,0,0.0,423425,213761,32730,2756,847,2400,/landing/partner-gyms
P0000742,2026-01-01,post_campaign,TikTok,social,partner_offer,1,954.78,226321,101491,10036,2556,346,4125,/landing/documentary
P0000743,2026-01-01,post_campaign,TikTok,social,behind_scenes,0,0.0,218844,92339,7458,0,216,3876,/landing/partner-gyms
P0000744,2026-01-01,post_campaign,TikTok,social,partner_offer,0,0.0,148614,74257,5176,1670,118,641,/landing/partner-gyms
P0000745,2026-01-01,post_campaign,YouTube,video,doc_trailer,1,1243.28,317639,198977,5699,1191,233,3368,/landing/free-trial
P0000746,2026-01-01,post_campaign,X,social,partner_offer,0,0.0,32930,2675,621,101,28,292,/landing/free-trial
P0000747,2026-01-01,post_campaign,Website,owned,partner_offer,0,0.0,28607,572,0,0,0,1960,/landing/free-trial
P0000748,2026-01-02,post_campaign,TikTok,social,partner_offer,1,1030.24,466420,249580,31226,5400,1735,8088,/landing/partner-gyms
P0000749,2026-01-02,post_campaign,TikTok,social,partner_offer,0,0.0,299806,139863,9225,2864,235,1506,/landing/rewards
P0000750,2026-01-02,post_campaign,Website,owned,partner_offer,0,0.0,27204,1352,0,0,0,2216,/landing/documentary
P0000751,2026-01-03,post_campaign,TikTok,social,behind_scenes,0,0.0,122184,47458,4530,740,318,1440,/landing/rewards
P0000752,2026-01-03,post_campaign,TikTok,social,behind_scenes,0,0.0,239635,121333,14108,3422,820,3903,/landing/free-trial
P0000753,2026-01-03,post_campaign,TikTok,social,partner_offer,0,0.0,250513,124918,12595,209,819,5768,/landing/rewards
P0000754,2026-01-03,post_campaign,Instagram,social,doc_trailer,0,0.0,112575,37207,4567,691,176,2377,/landing/free-trial
P0000755,2026-01-03,post_campaign,YouTube,video,doc_trailer,0,0.0,82205,51026,1476,85,121,477,/landing/rewards
P0000756,2026-01-03,post_campaign,YouTube,video,partner_offer,1,966.88,73463,40752,1054,262,80,939,/landing/free-trial
P0000757,2026-01-03,post_campaign,X,social,partner_offer,1,820.93,94125,4697,519,213,112,1912,/landing/partner-gyms
P0000758,2026-01-03,post_campaign,Website,owned,partner_offer,0,0.0,29733,594,0,0,0,3070,/landing/partner-gyms
P0000759,2026-01-04,post_campaign,TikTok,social,doc_trailer,1,1195.04,462026,273648,23839,2683,1892,6158,/landing/rewards
P0000760,2026-01-05,post_campaign,TikTok,social,doc_trailer,0,0.0,490749,229422,20527,6336,2005,5459,/landing/rewards
P0000761,2026-01-05,post_campaign,TikTok,social,partner_offer,0,0.0,206555,90861,13611,2145,566,4954,/landing/rewards
P0000762,2026-01-05,post_campaign,TikTok,social,behind_scenes,0,0.0,168187,74853,5300,682,614,2124,/landing/rewards
P0000763,2026-01-05,post_campaign,Instagram,social,partner_offer,0,0.0,123560,42886,2445,291,175,1680,/landing/free-trial
P0000764,2026-01-05,post_campaign,Instagram,social,behind_scenes,1,1038.3,230558,60196,8270,294,449,6672,/landing/free-trial
P0000765,2026-01-06,post_campaign,TikTok,social,partner_offer,0,0.0,334204,157132,9370,5376,1048,4209,/landing/free-trial
P0000766,2026-01-06,post_campaign,TikTok,social,partner_offer,0,0.0,104294,44277,3464,864,268,2651,/landing/rewards
P0000767,2026-01-06,post_campaign,TikTok,social,partner_offer,0,0.0,188264,83851,5320,939,402,5448,/landing/free-trial
P0000768,2026-01-06,post_campaign,TikTok,social,doc_trailer,1,1212.1,324179,127144,17476,2234,1052,3328,/landing/rewards
P0000769,2026-01-06,post_campaign,TikTok,social,doc_trailer,0,0.0,297095,126134,16819,4510,910,3051,/landing/free-trial
P0000770,2026-01-06,post_campaign,Instagram,social,behind_scenes,0,0.0,69859,16257,2342,191,105,1190,/landing/rewards
P0000771,2026-01-07,post_campaign,TikTok,social,behind_scenes,1,1457.74,286371,133710,8583,4561,873,3779,/landing/free-trial
P0000772,2026-01-07,post_campaign,TikTok,social,partner_offer,0,0.0,354879,162862,20067,1609,107,9839,/landing/free-trial
P0000773,2026-01-07,post_campaign,TikTok,social,doc_trailer,0,0.0,240422,109670,19597,2705,411,5247,/landing/rewards
P0000774,2026-01-07,post_campaign,Instagram,social,behind_scenes,0,0.0,96030,43629,4036,120,274,1755,/landing/free-trial
P0000775,2026-01-07,post_campaign,X,social,behind_scenes,0,0.0,34520,1550,494,73,30,230,/landing/free-trial
P0000776,2026-01-07,post_campaign,X,social,behind_scenes,0,0.0,40034,1089,621,126,42,238,/landing/free-trial
P0000777,2026-01-08,post_campaign,TikTok,social,partner_offer,0,0.0,236663,122469,12124,2653,1193,5705,/landing/free-trial
P0000778,2026-01-08,post_campaign,Instagram,social,partner_offer,0,0.0,132891,52915,4761,585,164,2685,/landing/rewards
P0000779,2026-01-08,post_campaign,X,social,partner_offer,0,0.0,69921,1398,818,35,99,996,/landing/rewards
P0000780,2026-01-08,post_campaign,X,social,partner_offer,0,0.0,41732,3149,600,121,48,608,/landing/free-trial
P0000781,2026-01-09,post_campaign,TikTok,social,doc_trailer,0,0.0,127041,62796,9866,543,787,1772,/landing/free-trial
P0000782,2026-01-09,post_campaign,TikTok,social,behind_scenes,0,0.0,172672,88365,12983,1334,738,1592,/landing/partner-gyms
P0000783,2026-01-09,post_campaign,YouTube,video,partner_offer,0,0.0,44322,24464,592,9,33,636,/landing/partner-gyms
P0000784,2026-01-09,post_campaign,X,social,doc_trailer,0,0.0,62011,2958,1195,207,112,436,/landing/free-trial
P0000785,2026-01-10,post_campaign,TikTok,social,partner_offer,1,1189.48,329863,126177,3352,1528,1383,9353,/landing/documentary
P0000786,2026-01-10,post_campaign,TikTok,social,behind_scenes,0,0.0,139297,79958,8830,627,30,2275,/landing/free-trial
P0000787,2026-01-10,post_campaign,TikTok,social,behind_scenes,0,0.0,251080,138019,13269,362,1263,3642,/landing/rewards
P0000788,2026-01-10,post_campaign,Instagram,social,behind_scenes,0,0.0,49427,19235,1426,191,90,600,/landing/rewards
P0000789,2026-01-11,post_campaign,TikTok,social,doc_trailer,1,1223.85,275320,153894,6106,988,1278,3620,/landing/rewards
P0000790,2026-01-11,post_campaign,TV_Trailer,offline_media,behind_scenes,0,0.0,205270,54180,0,0,0,356,/landing/free-trial
P0000791,2026-01-12,post_campaign,TikTok,social,doc_trailer,0,0.0,233836,115053,14312,3322,766,3365,/landing/free-trial
P0000792,2026-01-12,post_campaign,TikTok,social,doc_trailer,0,0.0,164157,61273,10719,3628,843,1527,/landing/free-trial
P0000793,2026-01-12,post_campaign,TikTok,social,partner_offer,1,1463.0,343782,176858,9368,2078,1194,7369,/landing/partner-gyms
P0000794,2026-01-12,post_campaign,YouTube,video,doc_trailer,0,0.0,94031,59467,2648,211,140,1386,/landing/rewards
P0000795,2026-01-12,post_campaign,X,social,partner_offer,0,0.0,32514,1665,178,42,0,734,/landing/free-trial
P0000796,2026-01-13,post_campaign,TikTok,social,doc_trailer,1,1273.05,570597,254460,53383,8622,1843,7914,/landing/rewards
P0000797,2026-01-13,post_campaign,Instagram,social,behind_scenes,1,908.8,192086,62300,4567,504,488,2891,/landing/documentary
P0000798,2026-01-13,post_campaign,YouTube,video,partner_offer,0,0.0,68332,39551,1350,289,127,1105,/landing/partner-gyms
P0000799,2026-01-14,post_campaign,TikTok,social,partner_offer,0,0.0,296143,185241,12003,2983,169,4453,/landing/partner-gyms
P0000800,2026-01-14,post_campaign,Instagram,social,behind_scenes,0,0.0,106392,39997,3404,14,142,2291,/landing/partner-gyms
P0000801,2026-01-14,post_campaign,YouTube,video,partner_offer,0,0.0,105494,69388,2189,307,87,1900,/landing/documentary
P0000802,2026-01-14,post_campaign,X,social,doc_trailer,0,0.0,38769,775,509,130,47,652,/landing/rewards
P0000803,2026-01-15,post_campaign,TikTok,social,behind_scenes,0,0.0,190131,92864,9228,2176,885,1543,/landing/partner-gyms
P0000804,2026-01-15,post_campaign,X,social,partner_offer,0,0.0,52149,3132,612,109,0,870,/landing/documentary
P0000805,2026-01-16,post_campaign,TikTok,social,doc_trailer,0,0.0,250772,130725,10334,2703,1074,2675,/landing/free-trial
P0000806,2026-01-16,post_campaign,TikTok,social,partner_offer,0,0.0,87527,48865,3352,945,44,2141,/landing/free-trial
P0000807,2026-01-16,post_campaign,TikTok,social,partner_offer,0,0.0,201228,91833,7752,2989,630,5260,/landing/partner-gyms
P0000808,2026-01-16,post_campaign,X,social,doc_trailer,0,0.0,30580,852,433,113,57,221,/landing/free-trial
P0000809,2026-01-16,post_campaign,X,social,partner_offer,0,0.0,35389,1832,379,47,27,520,/landing/free-trial
P0000810,2026-01-17,post_campaign,TikTok,social,partner_offer,0,0.0,187817,94150,13151,1612,15,4006,/landing/free-trial
P0000811,2026-01-17,post_campaign,TikTok,social,partner_offer,0,0.0,161579,66246,8624,1487,445,3779,/landing/rewards
P0000812,2026-01-17,post_campaign,TikTok,social,behind_scenes,0,0.0,209588,107494,12168,1881,740,2168,/landing/free-trial
P0000813,2026-01-17,post_campaign,X,social,partner_offer,0,0.0,63732,3317,641,156,43,405,/landing/rewards
P0000814,2026-01-17,post_campaign,Website,owned,partner_offer,0,0.0,22888,1690,0,0,0,2138,/landing/free-trial
P0000815,2026-01-18,post_campaign,TikTok,social,doc_trailer,0,0.0,211293,97724,9596,1674,781,2349,/landing/free-trial
P0000816,2026-01-18,post_campaign,TikTok,social,doc_trailer,0,0.0,482007,185021,30529,4448,1622,4306,/landing/partner-gyms
P0000817,2026-01-18,post_campaign,TikTok,social,doc_trailer,0,0.0,256870,106116,13146,2693,857,4170,/landing/free-trial
P0000818,2026-01-18,post_campaign,YouTube,video,behind_scenes,0,0.0,69789,34681,2165,225,111,817,/landing/partner-gyms
P0000819,2026-01-19,post_campaign,TikTok,social,doc_trailer,0,0.0,236830,129828,15515,1420,923,3056,/landing/free-trial
P0000820,2026-01-19,post_campaign,TikTok,social,behind_scenes,0,0.0,110855,49288,3142,1921,257,1818,/landing/free-trial
P0000821,2026-01-19,post_campaign,TikTok,social,behind_scenes,0,0.0,132115,70556,4892,1638,202,1826,/landing/rewards
P0000822,2026-01-19,post_campaign,Instagram,social,partner_offer,0,0.0,58995,21321,1166,388,131,2284,/landing/rewards
P0000823,2026-01-19,post_campaign,X,social,partner_offer,0,0.0,59954,3079,972,142,19,992,/landing/rewards
P0000824,2026-01-19,post_campaign,TV_Trailer,offline_media,partner_offer,0,0.0,183740,53581,0,0,0,1376,/landing/rewards
P0000825,2026-01-20,post_campaign,TikTok,social,behind_scenes,0,0.0,185021,90967,8023,1629,985,1968,/landing/partner-gyms
P0000826,2026-01-20,post_campaign,Instagram,social,behind_scenes,0,0.0,109567,45027,3214,65,120,1578,/landing/documentary
P0000827,2026-01-20,post_campaign,YouTube,video,partner_offer,0,0.0,95762,61799,761,363,33,1230,/landing/free-trial
P0000828,2026-01-20,post_campaign,YouTube,video,doc_trailer,0,0.0,128547,75440,2874,499,209,1203,/landing/documentary
P0000829,2026-01-20,post_campaign,X,social,behind_scenes,0,0.0,33345,1190,485,61,18,233,/landing/rewards
P0000830,2026-01-21,post_campaign,TikTok,social,doc_trailer,0,0.0,313779,158152,22169,4446,1001,3135,/landing/partner-gyms
P0000831,2026-01-21,post_campaign,TikTok,social,partner_offer,0,0.0,212246,101969,11764,1263,531,7949,/landing/free-trial
P0000832,2026-01-21,post_campaign,TikTok,social,doc_trailer,0,0.0,251606,135614,11165,2811,1391,3543,/landing/partner-gyms
P0000833,2026-01-21,post_campaign,TikTok,social,doc_trailer,0,0.0,220612,108743,12433,3228,900,4243,/landing/free-trial
P0000834,2026-01-21,post_campaign,Instagram,social,behind_scenes,1,1318.46,163616,60610,2267,533,198,3879,/landing/partner-gyms
P0000835,2026-01-21,post_campaign,Instagram,social,partner_offer,0,0.0,76265,27046,2110,212,170,1647,/landing/free-trial
P0000836,2026-01-21,post_campaign,X,social,doc_trailer,0,0.0,67370,3582,1429,96,105,658,/landing/free-trial
P0000837,2026-01-22,post_campaign,TikTok,social,behind_scenes,0,0.0,324977,172503,12540,3743,1099,4345,/landing/free-trial
P0000838,2026-01-22,post_campaign,TikTok,social,partner_offer,0,0.0,239180,132262,16952,3143,498,5699,/landing/documentary
P0000839,2026-01-22,post_campaign,TikTok,social,doc_trailer,0,0.0,240945,89145,21117,3523,1093,3698,/landing/partner-gyms
P0000840,2026-01-22,post_campaign,Instagram,social,partner_offer,0,0.0,66313,24973,1822,135,107,2566,/landing/free-trial
P0000841,2026-01-22,post_campaign,Instagram,social,behind_scenes,0,0.0,72608,30993,2614,179,138,898,/landing/partner-gyms
P0000842,2026-01-22,post_campaign,Instagram,social,partner_offer,0,0.0,135771,55323,5861,387,243,2882,/landing/rewards
P0000843,2026-01-22,post_campaign,Instagram,social,behind_scenes,0,0.0,81055,26848,1956,173,128,1216,/landing/documentary
P0000844,2026-01-23,post_campaign,TikTok,social,partner_offer,0,0.0,196136,89259,5321,0,0,2963,/landing/free-trial
P0000845,2026-01-23,post_campaign,Instagram,social,behind_scenes,1,1293.85,208440,73494,5953,826,543,2730,/landing/free-trial
P0000846,2026-01-23,post_campaign,YouTube,video,behind_scenes,0,0.0,53545,33560,991,187,75,526,/landing/partner-gyms
P0000847,2026-01-23,post_campaign,X,social,doc_trailer,0,0.0,89322,4876,1424,144,108,1038,/landing/documentary
P0000848,2026-01-24,post_campaign,TikTok,social,doc_trailer,0,0.0,294636,135195,21105,3935,1349,4160,/landing/documentary
P0000849,2026-01-24,post_campaign,TikTok,social,partner_offer,0,0.0,402879,178866,9748,5467,935,4036,/landing/free-trial
P0000850,2026-01-24,post_campaign,TikTok,social,doc_trailer,1,1100.99,509803,258513,30718,6913,2503,8611,/landing/partner-gyms
P0000851,2026-01-24,post_campaign,Instagram,social,partner_offer,1,1152.86,215709,77397,3712,817,175,6930,/landing/free-trial
P0000852,2026-01-25,post_campaign,TikTok,social,partner_offer,0,0.0,204307,98969,4406,1408,418,4684,/landing/free-trial
P0000853,2026-01-25,post_campaign,TikTok,social,partner_offer,1,1395.95,259617,134017,4386,3524,831,8434,/landing/partner-gyms
P0000854,2026-01-25,post_campaign,Instagram,social,doc_trailer,0,0.0,108440,40092,7330,234,157,1347,/landing/free-trial
P0000855,2026-01-25,post_campaign,Instagram,social,doc_trailer,0,0.0,182956,75953,10075,1083,486,2545,/landing/documentary
P0000856,2026-01-25,post_campaign,X,social,doc_trailer,0,0.0,25130,1719,252,36,5,152,/landing/documentary
P0000857,2026-01-26,post_campaign,TikTok,social,doc_trailer,1,1501.71,467785,212637,32289,3619,1811,6154,/landing/documentary
P0000858,2026-01-26,post_campaign,TikTok,social,partner_offer,1,1873.19,355028,160370,12055,3631,2113,4598,/landing/rewards
P0000859,2026-01-26,post_campaign,TikTok,social,partner_offer,0,0.0,193188,116322,7636,1584,441,4470,/landing/partner-gyms
P0000860,2026-01-26,post_campaign,TikTok,social,partner_offer,1,1476.98,266593,126613,12633,4275,431,3800,/landing/free-trial
P0000861,2026-01-26,post_campaign,Instagram,social,doc_trailer,0,0.0,149527,49727,9280,611,395,3528,/landing/rewards
P0000862,2026-01-26,post_campaign,X,social,partner_offer,0,0.0,40308,3502,302,64,36,641,/landing/rewards
P0000863,2026-01-27,post_campaign,TikTok,social,doc_trailer,0,0.0,211665,119066,16590,2586,1152,2022,/landing/partner-gyms
P0000864,2026-01-27,post_campaign,TikTok,social,partner_offer,0,0.0,152716,68692,9950,643,528,3076,/landing/rewards
P0000865,2026-01-27,post_campaign,TikTok,social,partner_offer,0,0.0,285798,143449,17594,2859,917,4725,/landing/rewards
P0000866,2026-01-28,post_campaign,TikTok,social,doc_trailer,0,0.0,302460,130570,14497,0,1519,2786,/landing/partner-gyms
P0000867,2026-01-28,post_campaign,Instagram,social,partner_offer,0,0.0,73798,28266,1269,395,157,1661,/landing/free-trial
P0000868,2026-01-28,post_campaign,Instagram,social,doc_trailer,1,980.49,129082,51306,5839,514,286,2836,/landing/free-trial
P0000869,2026-01-28,post_campaign,YouTube,video,partner_offer,1,1139.22,178488,96711,3133,523,37,1880,/landing/partner-gyms
P0000870,2026-01-28,post_campaign,YouTube,video,partner_offer,0,0.0,120774,70478,3441,270,139,1938,/landing/rewards
P0000871,2026-01-28,post_campaign,TV_Trailer,offline_media,behind_scenes,0,0.0,172103,58540,0,0,0,102,/landing/documentary
P0000872,2026-01-28,post_campaign,Website,owned,partner_offer,0,0.0,22718,850,0,0,0,3158,/landing/free-trial
P0000873,2026-01-29,post_campaign,TikTok,social,partner_offer,0,0.0,189394,102003,6888,1915,691,1920,/landing/rewards
P0000874,2026-01-29,post_campaign,TikTok,social,behind_scenes,0,0.0,94402,44190,2887,663,197,763,/landing/free-trial
P0000875,2026-01-29,post_campaign,TikTok,social,behind_scenes,1,972.48,305645,125623,12401,2244,1265,6249,/landing/documentary
P0000876,2026-01-29,post_campaign,TikTok,social,partner_offer,1,1503.03,260493,103967,6092,805,688,4779,/landing/free-trial
P0000877,2026-01-29,post_campaign,Instagram,social,partner_offer,0,0.0,83317,36518,4700,403,160,2719,/landing/free-trial
P0000878,2026-01-29,post_campaign,X,social,behind_scenes,0,0.0,45308,1525,421,46,14,567,/landing/rewards
P0000879,2026-01-29,post_campaign,TV_Trailer,offline_media,doc_trailer,0,0.0,185300,40565,0,0,0,850,/landing/partner-gyms
P0000880,2026-01-30,post_campaign,TikTok,social,partner_offer,0,0.0,131520,56093,8785,696,407,2886,/landing/free-trial
P0000881,2026-01-30,post_campaign,TikTok,social,partner_offer,1,1218.68,452308,244487,15259,6102,770,7946,/landing/free-trial
P0000882,2026-01-30,post_campaign,Instagram,social,partner_offer,0,0.0,112409,48758,2250,62,106,3465,/landing/free-trial
P0000883,2026-01-30,post_campaign,X,social,behind_scenes,1,732.56,92540,10189,1586,233,92,927,/landing/rewards
P0000884,2026-01-31,post_campaign,TikTok,social,behind_scenes,1,712.39,356766,149196,14438,5023,1610,6129,/landing/free-trial
P0000885,2026-01-31,post_campaign,TikTok,social,partner_offer,0,0.0,156740,71701,9655,0,367,2104,/landing/free-trial
P0000886,2026-01-31,post_campaign,TikTok,social,partner_offer,1,1456.39,187418,78108,9700,1296,416,3916,/landing/rewards
P0000887,2026-01-31,post_campaign,Instagram,social,partner_offer,0,0.0,123552,44881,5633,206,36,1855,/landing/rewards
